48087	474563	384076
48087	3804199	384076
48087	4510888	384076
48087	10176	384076
48087	427158	384076
48087	3811044	384076
48087	469294	384076
48087	7798639	384076
48087	4548106	384076
48087	8634200	384076
48087	9150146	384076
48087	4063232	384076
9988487	51292	58685407
9988487	8474894	58685407
12317603	147204	58685406
11029121	11609700	57998238
12317194	2301287	58685426
10937345	4492008	58684384
10937345	147204	58684384
10940555	5268612	56207824
10940555	1972661	56207824
4453678	6655172	58392710
6471283	8021286	54639084
6471283	6610330	54639084
6471283	4707189	54639084
6449401	5890809	56665639
12169334	1730895	58685294
12211350	1832058	58684668
2605148	3000206	58685320
1182517	858675	58679742
272398	95810	2339386
272398	165216	2339386
272398	5075502	2339386
11274776	11274776	58684822
12317475	8222873	58684996
12317475	4028009	58684996
12317475	3180151	58684996
12317475	12268505	58684996
3476569	3476569	58683785
11751382	1358308	58685200
5709763	5709763	58668832
4263403	1795924	26984731
4263403	12316752	26984731
4117496	1861357	38134362
4117496	269612	38134362
4117496	6521116	38134362
4117496	930293	38134362
4117496	1510222	38134362
4117496	2183715	38134362
5572951	5287638	58684526
11720790	11720790	58683862
11484610	8222873	58684762
11484610	11484610	58684762
12148940	2301287	58685191
1325846	808990	46692520
12315514	10761474	58679603
12315514	8844422	58679603
12315514	11301900	58679603
4120578	2097240	50658584
4120578	8501250	50658584
11529732	3301113	58685086
9986939	12069178	58684976
11740475	3364687	58685016
11740475	10189214	58685016
9430938	2836621	58684534
12317405	4028009	58684950
12317405	1247758	58684950
12317405	788833	58684950
7985575	113962	43868262
7985575	7974073	43868262
12317107	1726083	58684023
1718096	1718096	46551551
1718096	11050878	46551551
1718096	805417	46551551
1718096	10613478	46551551
11599733	10317629	58599124
11599733	11599733	58599124
12316432	2469283	58682138
12316432	10491422	58682138
564653	6849682	58684397
564653	3185459	58684397
564653	10815175	58684397
12317382	1832058	58684766
12315516	2836621	58679682
5839247	6494397	48115573
5839247	9176651	48115573
5839247	3890632	47327110
12124607	4909087	58683978
12124607	9081267	58683978
12310314	9341242	58666522
5839247	5495304	38234115
5839247	3445711	38234115
4767610	4767610	58672417
5817128	11823305	58682893
5817128	11884237	58682893
11727742	3832970	58641090
1487475	1247758	58681882
8932735	67579	58684876
12103811	550094	58684847
1452759	Martijn Pieters14256745	14256745
1452759	29503	14256745
1452759	7348030	58485175
1452759	3700626	58485175
1452759	1452759	58485175
5084082	11884237	58681890
5084082	11500447	58681890
12317299	3706723	58684564
5181947	4434679	44320567
5181947	2836621	44320567
164230	49376	3046217
164230	8014	3046217
2537640	748925	22258491
2537640	541038	22258491
2537640	1868691	22258491
2537640	2643104	22258491
2537640	359416	22258491
2537640	209882	22258491
2537640	3393459	22258491
2537640	3476147	22258491
2537640	5675325	22258491
2236185	2236185	26649266
11487730	9284423	57701023
11487730	9874393	57701023
9440895	788833	58676120
9440895	12197595	58676120
9440895	11014963	58676120
12299770	8147165	58683087
12299770	11220884	58683087
12299770	693140	58683087
12299770	7352626	58683087
12299770	12150884	58683087
12299770	12316556	58683087
12299770	1342784	58683087
12299770	11301900	58683087
11852936	3185459	58684683
11852936	8644445	58684683
8728746	550094	58684619
8728746	8150685	58684619
11729210	12062404	58684208
10893993	11884237	58682545
10893993	8727339	58682545
10893993	2538939	58682545
10893993	12298746	58682545
10893993	6067379	58682545
71522	61539	3874422
71522	76452	3874422
71522	1922258	3874422
71522	876497	3874422
10335793	4410652	57745933
697529	505088	7139111
697529	159388	7139111
697529	697529	7139111
697529	62721	7139111
697529	1766716	7139111
697529	258772	7139111
11767172	901925	58684096
2538642	6631196	58684337
12208062	1832058	58673204
12317246	408182	58684601
2824624	11483646	58684378
2824624	3799759	58684378
2824624	4876561	58684378
2824624	4518341	58684378
2824624	12046409	58684378
12317194	3180151	58684307
6651736	1259561	58584359
6651736	6651736	58584359
10305949	2855515	58619155
12023542	10426037	58681380
12023542	7388477	58681380
821141	2296835	30550774
821141	7432	30550774
821141	3183939	30550774
821141	12263311	30550774
8961515	8395547	58684488
8961515	3799759	58684488
12245924	1220305	58682877
12245924	7777070	58682877
3853907	3853907	58638427
12316863	3566606	58683522
3740094	3589609	54726803
3740094	4015404	54726803
3740094	3311799	54726803
3740094	4210656	54726803
3740094	8973620	54726803
3740094	11658740	54726803
3740094	Sangam Prasad Yadav54726803	54726803
12240742	11432434	58680838
12317203	1405065	58684314
5858667	8431111	58681250
7804314	7804314	58684012
7804314	1264304	58684012
11564639	7432	58676258
5286625	5509968	34977388
5286625	2178809	34977388
5286625	9061327	34977388
5286625	4228709	34977388
5286625	Massimiliano Caranzano34977388	34977388
6106508	12317264	51759237
12252497	8431111	58681240
435129	435129	30155551
435129	525341	30155551
435129	117242	30155551
435129	2198632	30155551
435129	1112124	30155551
435129	1114907	30155551
435129	4877388	30155551
435129	2142577	30155551
11643870	1305461	58675946
11643870	11301900	58675946
5770144	5823581	35003138
5770144	5721740	35003138
5770144	27302	35003138
5770144	3299394	35003138
5770144	7822972	35003138
11816060	2436862	58681666
12317140	3249782	58684015
11974225	11914067	58683690
12315479	10798114	58679619
12315479	12315479	58679619
5957682	8381946	58627212
10405526	4025319	56967444
9584441	12129146	58638309
9584441	5771269	58638309
12317081	12102753	58683846
12317081	7211815	58683846
227684	39155	1871524
227684	95810	1871524
227684	213464	1871524
227684	233467	1871524
227684	614880	1871524
227684	3169961	1871524
227684	1767409	1871524
227684	4009861	1871524
227684	3322400	1871524
227684	2861681	1871524
227684	1643061	1871524
227684	6643406	1871524
227684	1664681	1871524
227684	3768804	1871524
227684	1558126	1871524
227684	9728893	1871524
227684	10382339	1871524
227684	4960010	1871524
227684	11164042	1871524
227684	7484853	1871524
227684	10857021	1871524
227684	473201	1871524
227684	8727965	1871524
227684	7758804	1871524
9844113	9844113	58675242
9844113	4657412	58675242
1424074	504554	58679512
11045306	535275	58684049
11045306	5675617	58684049
2228912	6901690	58504305
2228912	5859283	58504305
12269554	1967571	58544357
12207346	3874623	58684089
12207346	104349	58684089
7034613	2846923	55514435
9138713	1126841	58683503
12282702	2891324	58683675
12304914	11914067	58683596
8853652	10043577	58682026
5606352	9081267	58683449
5606352	7964527	58683449
10604049	12102753	58683700
10604049	4834	58683700
10825556	7311767	58627702
7803545	1774657	48000761
7803545	1619003	48000761
8501277	8873120	58683300
3035850	104349	58683984
12317151	1569491	58684021
12316845	3799759	58683192
1078232	918558	58524428
1078232	842935	58524428
1078232	3848833	58524428
11107912	7505395	55443046
12312198	2424980	58683816
10604811	9910699	58683665
2502999	2502999	58676580
12022464	550094	58683476
12022464	167107	58683476
12022464	7136195	58683476
12022464	12316556	58683476
10824296	3107689	58683337
12298618	4523977	58668588
10147434	10971439	58681191
12316599	8431111	58682465
7348681	7348681	58682579
2677702	353337	39697016
2761682	2761682	58655399
3355	3171	41547
3355	2696	41547
3355	3355	41547
3355	23457	41547
3355	50841	41547
3355	592065	41547
3355	444966	41547
3355	11078019	41547
12315882	8876606	58682526
12036408	12102753	58683465
12316371	3789550	58681825
1571823	3299524	39742924
1571823	353337	39742924
10114444	5025009	58683610
6359502	1358308	58683095
7248647	7252346	41430144
7248647	3822090	41430144
7248647	353337	41430144
12021183	9081267	58683389
10335	8900683	58534190
10335	8371133	58534190
12313243	11594778	58679464
12313243	10857616	58679464
12313243	9205551	58679464
4212267	3368845	26855293
4212267	1940850	26855293
4212267	11495760	26855293
791672	6855531	58677228
791672	7311767	58677228
7205641	164233	58658446
4626254	4626254	56335748
133498	190597	3952543
12075149	5747415	58549632
876937	2692704	43913256
876937	1001643	43913256
1833854	4631856	28852841
1833854	2956066	28852841
1833854	7483026	28852841
1833854	6903298	28852841
1833854	5031057	28852841
1833854	7245020	28852841
3091216	4458464	27886606
11764496	12022397	58682779
11764496	5320906	58682779
11764496	12150884	58682779
11852936	9081267	58683101
11006929	2436862	58631778
11006929	5179748	58631778
2246	1199	68645
2246	10739	68645
2246	1943957	68645
2246	10840	68645
2246	14794	68645
2246	14351	68645
2246	27098	68645
2246	905418	68645
2246	1261677	68645
2246	2209576	68645
2246	717357	68645
2246	2437514	68645
2246	208880	68645
2246	2026508	68645
2246	5483135	68645
2246	8586227	68645
2246	6136001	68645
2246	5387972	68645
9328846	11731732	56860180
9328846	9328846	56860180
9328846	11125723	56860180
9328846	448357	56860180
3558626	10257589	58491244
12316742	3344403	58682834
12316742	11220884	58682834
14723	1512	493046
14723	34211	493046
14723	5308	493046
14723	12266	493046
14723	7370819	493046
14723	11166996	493046
14723	6395770	493046
12305357	901925	58682842
11903039	10197418	58682979
12126280	6241235	58674530
2790793	7147102	19012028
2790793	11942701	19012028
4032677	3015488	26498715
4032677	2141635	26498715
12316648	3344403	58682884
6053893	295783	58682773
4391080	9948827	58682678
4391080	8272351	58682678
11268995	5320906	58682608
11268995	12022397	58682608
11268995	10547413	58682608
11546314	3799759	58682956
2788600	473232	26185687
2788600	953000	26185687
2788600	4141573	26185687
2788600	2635902	26185687
2788600	3091149	26185687
2788600	4701429	26185687
2788600	3134595	26185687
2788600	3296948	26185687
2788600	3727348	26185687
2788600	5403449	26185687
2788600	11568688	26185687
2788600	6540994	26185687
2788600	219519	26185687
2788600	12150884	26185687
12250142	4949165	58655994
12250142	7767694	58655994
12250142	5676924	58655994
12250142	10796167	58655994
12308368	3344403	58682881
3849781	3849781	58682849
12316690	8272351	58682686
12316690	783412	58682686
11970972	11970972	57637325
10979829	1220305	58682470
11274776	5676924	58682647
12299469	3364687	58681854
928203	7311767	48884766
928203	928203	48884766
928203	1358677	48884766
928203	7723643	48884766
928203	6501141	48884766
2914540	8331	39801718
2914540	1462051	39801718
2914540	5006	39801718
2914540	1240268	39801718
2914540	462620	39801718
12023542	5120049	58679355
12023542	11823305	58679355
12023542	5107488	58679355
12224236	11914067	58682209
12224236	12224236	58682209
1945458	1945458	27195215
1945458	3972479	27195215
8648710	10389198	58582373
8648710	8648710	58582373
12314254	1126841	58676697
12314254	11813702	58676697
12314254	5676924	58676697
3616293	6688801	58682588
293003	1003123	25353753
293003	Martijn Pieters25353753	25353753
293003	1222951	25353753
12196884	10311377	58680891
117700	376728	3561691
117700	425689	3561691
117700	Chris H3561691	3561691
117700	2145699	3561691
117700	1579374	3561691
117700	1067337	3561691
117700	4495044	3561691
117700	1564659	3561691
117700	1474910	3561691
117700	2841538	3561691
117700	6729549	3561691
117700	8270512	3561691
2825403	438386	58677290
9941247	5676924	58682416
9941247	3799759	58682416
12231431	2663156	58681210
12231431	11805318	58681210
12231431	9840637	58681210
1565508	1565508	14319023
1565508	1066031	14319023
1565508	846892	14319023
1565508	438882	14319023
1565508	904887	14319023
10457679	1089161	58681946
9815708	3364687	58681857
8242299	11805318	46256059
9536103	3861775	58673109
9536103	12285344	58673109
12243098	901925	58674112
7891659	9180069	58681549
10408579	9690090	58682060
10408579	4804629	58682060
10408579	7207392	58682060
11141829	11141829	58682230
6839553	2301287	58682441
8535595	8410151	45951625
8535595	10754251	45951625
8165583	1264304	58682263
8165583	8431111	58682263
9958058	8431111	58682427
12315848	7870824	58680503
12315848	4234503	58680503
10559735	5133585	58682365
10559735	6631196	58682365
11853632	1220305	58682221
10246465	1641119	58625742
10246465	8135079	58625742
10246465	10246465	58625742
10246465	6026516	58625742
8845807	11564403	58680930
8845807	5770501	58680930
11871723	11079758	58681955
11871723	10987432	58681955
12316558	3799759	58682383
3348264	3364687	58682095
12003921	11394678	58682311
12149534	3276094	58682309
3042018	2758823	58680109
9217508	3633891	58682192
1383802	1689261	41567081
1383802	12076032	41567081
9684087	3266110	52175161
9684087	2520247	52175161
11115526	570918	58681898
12316457	10908375	58682086
1087310	1452002	13269890
1087310	1922815	13269890
1087310	1457012	13269890
1087310	3318335	13269890
1087310	2897067	13269890
1087310	1303355	13269890
1087310	6342575	13269890
1087310	1325646	13269890
1087310	1840471	13269890
1353274	Martijn Pieters14979224	14979224
1353274	2036917	14979224
1353274	2074467	14979224
1353274	3886665	14979224
1353274	4457831	14979224
1353274	9134528	14979224
1353274	ojass14979224	14979224
12305357	1247758	58681835
12312565	10569027	58681387
11879339	5140781	58678297
12315581	6779307	58680224
7692855	11914067	58681885
11736488	7388477	58681083
11736488	10909217	58681083
12219048	8431111	58681582
12300352	11805318	58681796
12128466	8431111	58681815
8031185	10967204	58679526
8031185	7432	58679526
7496598	8396329	58681681
11636136	347767	58680463
12196388	11884237	58681723
12196388	1247758	58681723
12196388	12268505	58681723
6148320	6228166	58550707
6148320	12242904	58550707
6148320	10221214	58550707
4470070	3364687	58671283
1984680	Martijn Pieters19979518	19979518
1984680	2183102	19979518
1984680	284795	19979518
1984680	8441472	19979518
11587489	12268505	58680978
11587489	1212401	58680978
11587489	12298746	58680978
12277928	3280538	58681494
12277928	12034067	58681494
11910771	11805318	58680851
6248499	2271269	36827888
6248499	6214222	36827888
6248499	12278405	36827888
9379517	10569027	58676477
11028393	616616	58622602
12315213	9477338	58678899
9105277	1247758	58599565
509263	11890264	58679577
509263	11834931	58679577
1087908	2901002	42137529
1087908	5173575	42137529
1087908	2207154	42137529
1893275	190597	20250771
1893275	487339	20250771
1893275	3877338	20250771
1893275	5622715	20250771
1893275	6509765	20250771
1893275	4549682	20250771
1893275	8708364	20250771
1893275	1496362	20250771
1893275	1414921	20250771
11380243	616616	58642645
12172442	5267448	58681560
7301792	624066	56823406
5556453	6640099	48817461
5556453	9334808	48817461
5556453	7386332	48817461
5556453	9345441	48817461
5556453	6184932	48817461
5556453	7376038	48817461
9571183	963546	51142996
9571183	8463569	51142996
9571183	7352688	51142996
9571183	8265612	51142996
665926	11497022	58670869
665926	7767694	58670869
125940	3799759	58675911
12301032	10954354	58636750
12316087	9840637	58681281
12316087	7964527	58681281
12316087	9081267	58681281
781743	20862	13805939
781743	541038	13805939
781743	1157444	13805939
781743	1892342	13805939
781743	10332984	13805939
781743	6229459	13805939
781743	6142313	13805939
451007	1812727	41434906
451007	8808265	41434906
8863373	12129146	58657112
631336	1003123	31771286
631336	1392229	31771286
631336	155268	31771286
631336	832230	31771286
631336	444966	31771286
631336	5449364	31771286
9953960	6890912	51057239
lpl	120261	4455076
lpl	1078084	4455076
lpl	2091555	4455076
lpl	2328380	4455076
lpl	1057593	4455076
lpl	2752595	4455076
lpl	2945357	4455076
6896234	67579	58681373
12316096	364696	58681405
8803758	4848351	46839880
8803758	7788000	46839880
8803758	3990097	46839880
8803758	8803758	46839880
9847479	9847479	58681055
2329968	1089161	58676184
10146042	7203433	58681325
12022464	2648811	58681293
11808412	2823755	58681195
123839	20670	8011797
123839	279627	8011797
123839	736151	8011797
123839	75873	8011797
123839	1675586	8011797
123839	260480	8011797
123839	user70500058011797	8011797
123839	4531270	8011797
123839	5093068	8011797
123839	8929814	8011797
123839	10800060	8011797
7153835	12282823	58680993
7153835	5267448	58680993
7153835	4491540	58680993
7153835	11588102	58680993
4772772	7432	58680194
9440895	6089852	58680008
9440895	550094	58680008
9440895	12296361	58680008
9440895	7326738	58680008
12010836	67579	58679944
11852936	7725439	58680191
11852936	5761558	58680191
11852936	10311377	58680191
11852936	8773779	58680191
11852936	9081267	58680191
12316146	6385255	58681227
12315825	12282823	58680338
4932384	7203433	58681168
2602410	874188	55887958
2602410	5320906	55887958
2602410	10335	55887958
11395877	11904848	57400301
11395877	11944233	57400301
11395877	8677101	57400301
11395877	10668588	57400301
11395877	12174252	57400301
11419848	11419848	58680956
5281266	7388477	58680095
11585161	7203433	58679476
11781149	11884237	58680927
11781149	12314426	58680927
11781149	12282823	58680927
37181	380625	9505898
37181	245361	9505898
37181	61109	9505898
37181	8520807	9505898
2998077	9800042	58679479
2998077	8844422	58679479
2998077	7326738	58679479
2998077	6241235	58679479
11814793	10702372	58680814
11814793	355230	58680814
11814793	5279093	58680814
11814793	7203433	58680814
12230030	7767694	58680128
12022464	10558670	58675078
11542297	7725439	58680434
11542297	6402099	58680434
11542297	12119282	58680434
7095915	2033641	51030131
10788229	10961971	54555399
10788229	8554558	54555399
12190354	1305461	58675218
12190354	3574723	58675218
10434565	9185092	58680767
12266731	12266731	58536173
12266731	7273886	58536173
5572951	5572951	58627808
12171300	1212401	58680815
12171300	5573241	58680815
12171300	550094	58680815
9473446	9996163	51088335
9473446	10000141	51088335
9473446	8189786	51088335
2173836	1199589	15451958
2173836	830012	15451958
2173836	1602384	15451958
2173836	PythonUser15451958	15451958
2173836	399741	15451958
2173836	6382679	15451958
2173836	2933964	15451958
2173836	6169225	15451958
2173836	10401370	15451958
2173836	Runner15451958	15451958
2173836	11638749	15451958
94250	213464	2407398
94250	56763	2407398
94250	638258	2407398
94250	2920549	2407398
94250	3718867	2407398
94250	2699253	2407398
94250	5802289	2407398
94250	9845777	2407398
12315919	550094	58680688
11901353	7725439	58680564
12186949	6900838	58678974
1794744	4028706	34192290
1794744	4240413	34192290
12315274	9690090	58679081
1244051	5144025	43698577
1244051	167149	43698577
1244051	3599552	43698577
7551257	5875610	53024807
7551257	10568124	53024807
7551257	2444133	53024807
7551257	Andrew Roberts53024807	53024807
7551257	6194097	53024807
7551257	730502	53024807
7551257	10852018	53024807
7551257	9417595	53024807
3988575	11884237	58674625
3988575	5447280	58674625
11684534	4834	58680370
11684534	7725439	58680370
1670	16390	990422
1670	35681	990422
1670	112324	990422
1670	2672125	990422
11905944	5003756	58679608
12315875	5320906	58680484
12247886	7598378	58483699
5687636	10610632	58676388
5687636	5107488	58676388
10798329	10311377	58679960
3725284	704848	35502927
3725284	7058506	35502927
3725284	9209546	35502927
6608664	9209546	51080174
12019509	10426037	58680235
3654650	3159253	27435284
3654650	3702377	27435284
12315223	12315223	58678836
11059871	1220305	58617902
6719765	209103	58676559
12312987	355230	58673445
12312951	5120049	58673431
12312951	8214840	58673431
12312951	12312951	58673431
10050942	4050592	58674641
788775	8861854	48020593
788775	119861	48020593
92560	1175101	10923212
92560	1427416	10923212
12315216	3462671	58678764
12315216	2390182	58678764
12315216	5599028	58678764
12315689	8472377	58680007
12315689	3789550	58680007
12315689	10515117	58680007
9633432	9461915	52867069
8304324	953482	45220221
2021770	2021770	45197777
2021770	225769	45197777
2021770	3056882	45197777
2021770	7084278	45197777
2021770	2763693	45197777
2021770	9201243	45197777
2021770	3375521	45197777
2021770	9608572	45197777
2021770	D Jacobson45197777	45197777
2021770	11728180	45197777
2021770	1089221	45197777
12315663	5320906	58679973
3702377	1113207	58270147
3702377	3702377	58270147
8027363	894763	58649231
10413483	3744747	58679681
10413483	5168011	58679681
11403875	11023013	58679869
11403875	1220305	58679869
11403875	7731997	58679869
11862065	9377366	58679544
12096879	4764124	58677460
12096879	5612363	58677460
4876561	9938912	58677535
10846573	1485415	58677293
7307684	9473764	58676893
7307684	6089852	58676893
747201	190597	5953373
747201	747201	5953373
747201	1397555	5953373
747201	3885696	5953373
747201	3124894	5953373
747201	1112091	5953373
747201	3261764	5953373
747201	6805177	5953373
7150612	617648	40745093
7150612	2510767	40745093
7150612	1001643	40745093
10654327	4098013	58670107
10654327	9301734	58670107
12315602	3700626	58679848
11053428	11823822	58678862
11053428	7388477	58678862
12312133	11914067	58671008
9704382	7668955	56933891
9704382	11540133	56933891
9704382	1001643	56933891
12310003	10944855	58665874
12313692	11481148	58675257
12313692	7207392	58675257
11671754	10216112	58678782
3692621	5003756	58679498
1918518	143765	58673799
6180803	6180803	58678091
12269636	12269636	58544638
9253013	10553976	53524686
9253013	1001643	53524686
12309091	12309091	58663236
3759710	3759710	53247985
3759710	9877104	53247985
3759710	6151549	53247985
2523726	258755	37240621
2523726	5911514	37240621
2523726	2523726	37240621
2523726	7716368	37240621
2523726	4014817	37240621
5782927	4338920	42814452
5782927	1705337	42814452
5782927	1231055	42814452
5782927	3626961	42814452
5782927	2247040	42814452
5782927	9371069	42814452
5782927	12102790	42814452
8448203	5584786	56609726
8448203	3103059	56609726
11988770	8844422	58679490
8551734	11703357	58634650
1102018	1034463	8554153
1102018	972208	8554153
1102018	5536814	8554153
1102018	1001643	8554153
1316501	2768539	45062395
1316501	5025009	45062395
1762932	11914067	58678062
12295912	5802417	58678545
11654833	3197224	58658295
12268160	12092543	58679520
2457666	3427777	46107077
2457666	1001643	46107077
4576690	4279	29217645
4576690	2353652	29217645
11487193	6347629	58678439
4001713	1600898	48483348
4001713	1113207	48483348
4001713	919499	48483348
3042018	3042018	58678730
10540017	8708364	58679250
10540017	7212686	58679250
10540017	5120049	58679250
10540017	4800652	58679250
10540017	550094	58679250
10540017	1440400	58679250
12315391	5168011	58679326
12315371	10971439	58679252
12315139	7212686	58678555
2979872	65696	23704799
2979872	3702377	23704799
12228886	7388477	58659946
12228886	2901002	58659946
1993416	2823755	58674765
11549866	9724750	58679259
6379348	10971439	58677662
6660638	7976758	58677600
1055174	4799172	58678134
7867665	10462884	58674120
8162611	4458034	44730943
8162611	8162611	44730943
3577054	643629	27100277
3577054	11841149	27100277
6665916	9461974	51998661
6665916	9413905	51998661
6665916	9235562	51998661
8425505	11610186	58678968
2229108	7449706	58619775
303253	319430	4219717
303253	59870	4219717
303253	572024	4219717
303253	428236	4219717
303253	33732	4219717
303253	611677	4219717
303253	733092	4219717
303253	690529	4219717
303253	434293	4219717
4918398	187343	52050990
4918398	2444909	52050990
9431247	12016897	58677566
12183818	10418086	58647973
2649671	1889400	18039057
2649671	1948860	18039057
2649671	3782487	18039057
2649671	781938	18039057
2649671	4447920	18039057
2649671	5885544	18039057
2649671	6163621	18039057
2649671	1015786	18039057
2649671	6466550	18039057
2649671	5232550	18039057
2649671	260826	18039057
2649671	4593828	18039057
2649671	8839930	18039057
2649671	87283	18039057
2649671	6639179	18039057
2649671	8676757	18039057
2649671	6054622	18039057
2649671	6438362	18039057
2649671	9907596	18039057
2649671	10491129	18039057
2649671	2818240	18039057
2649671	2019586	18039057
2649671	5161543	18039057
2649671	10552975	18039057
2649671	4807302	18039057
2649671	992432	18039057
2649671	10603896	18039057
2649671	10603896	18039057
2649671	5490845	18039057
2649671	3426943	18039057
2649671	6460656	18039057
2649671	5306306	18039057
2649671	12178460	18039057
2649671	7435524	18039057
12314119	2901002	58678832
12314119	5279093	58678832
9681081	8708364	58679058
12315231	2901002	58678971
4469142	9739644	58623435
4469142	5107488	58623435
692499	156427	11406380
12303205	5471709	58643660
11419848	104349	58678922
11455396	6700019	58588725
11455396	11455396	58588725
6079108	3847560	54407743
7742798	3127653	48883972
7742798	113962	48883972
7742798	11388428	48883972
28324	462604	4301069
28324	143739	4301069
28324	355230	4301069
28324	355230	4301069
28324	274811	4301069
28324	Bill M.4301069	4301069
28324	2071807	4301069
28324	1639671	4301069
28324	4636182	4301069
28324	597401	4301069
28324	6726603	4301069
28324	7876742	4301069
28324	231589	4301069
28324	2444909	4301069
Ebraheem	2825403	58678939
2672844	7000400	58678818
5980753	2836621	58678022
5097354	5459839	44787092
12313065	4003077	58673576
10019895	7212686	58675561
10019895	7348030	58675561
10019895	3104974	58675561
10019895	1150683	58675561
10019895	12069656	58675561
1508724	1508724	58479556
12286262	3959702	58592891
12286262	2749397	58592891
9646453	1212401	58678712
243483	10661	4305948
243483	121495	4305948
243483	18196	4305948
243483	243483	4305948
243483	66289	4305948
243483	1888983	4305948
8583669	3037662	58627223
10179811	7508700	58678660
10179811	12197595	58678660
10179811	11481148	58678660
3601754	1196549	58573962
3601754	4003077	58573962
7872185	1884363	44689546
7872185	4669778	44689546
7872185	8197417	44689546
7872185	416500	44689546
7872185	3706308	44689546
7872185	11388428	44689546
9814002	12197595	58678560
8894647	5080088	57650903
673487	674039	9816816
673487	464744	9816816
673487	35070	9816816
673487	455276	9816816
673487	2211268	9816816
673487	5393381	9816816
673487	8993294	9816816
673487	2153910	9816816
673487	3041840	9816816
3346752	3903832	26229057
3346752	2781773	26229057
3346752	443016	26229057
3346752	6470939	26229057
3346752	327694	26229057
6427329	7983963	49125405
6427329	10422166	49125405
1518662	1497947	11783875
1518662	2210043	11783875
1518662	3067748	11783875
1518662	6536024	11783875
1518662	7655016	11783875
1518662	4223667	11783875
1518662	406896	11783875
